"作答ID","用户ID","开始时间","结束时间","作答总时长(秒)","作答渠道","发布ID","问卷发布名称","IP","经度","纬度","省份","城市","设备类型","操作系统类型","浏览器类型","屏幕分辨率","质检结果","你的身份是？","你的身份是？-G. 其他：______-文本","请选择你的年龄段","你目前所在的城市是？","你使用 AI 工具(ChatGPT、Claude、豆包、Kimi、DeepSeek 等)的情况是?","你平时使用本地生活类 App 的频率如何？例如美团、大众点评、高德、小红书等。","你最常使用本地生活类 App 做什么？-A. 一个人吃饭（点外卖/找餐厅）","你最常使用本地生活类 App 做什么？-B.  找多人约饭 / 聚会 / 团建地点","你最常使用本地生活类 App 做什么？-C. 购买团购 / 优惠券","你最常使用本地生活类 App 做什么？-D. 查路线 / 导航","你最常使用本地生活类 App 做什么？-E. 找周末活动 / 景点/看展","你最常使用本地生活类 App 做什么？-F. 本地短途出行 / citywalk / 周边一日游规划","你最常使用本地生活类 App 做什么？-G. 找药店、医院、维修等应急服务","你最常使用本地生活类 App 做什么？-H. 其他：______","你最常使用本地生活类 App 做什么？-H. 其他：______-文本","你在哪类本地生活选择中最容易纠结？","在这类最容易纠结的选择中，你通常的状态更接近哪一种？","在这类最容易纠结的选择中，你通常的状态更接近哪一种？-E. 其他：______-文本","你在做本地生活决策时，通常会遇到哪些问题？-A. 信息太多，不知道怎么选","你在做本地生活决策时，通常会遇到哪些问题？-B. 需要在多个 App 之间反复切换","你在做本地生活决策时，通常会遇到哪些问题？-C. 餐厅 / 活动评价真假难辨","你在做本地生活决策时，通常会遇到哪些问题？-D. 不知道是否符合预算","你在做本地生活决策时，通常会遇到哪些问题？-E. 不知道路线是否顺路","你在做本地生活决策时，通常会遇到哪些问题？-F. 不知道营业时间、排队情况是否合适","你在做本地生活决策时，通常会遇到哪些问题？-G. 和朋友意见不统一，很难协调","你在做本地生活决策时，通常会遇到哪些问题？-H. 临时计划变化后，需要重新查很多信息","你在做本地生活决策时，通常会遇到哪些问题？-I. 其他：______","你在做本地生活决策时，通常会遇到哪些问题？-I. 其他：______-文本","如果有一个 AI 本地生活管家(能帮你做吃饭、出行、约饭、周末等本地生活决策),最接近你的真实反应是?","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-A. 想不到吃什么/玩什么时，帮我找灵感","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-B. 根据预算、口味、距离、评分等推荐餐厅","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-C. 帮我规划周末活动 / 短途游 / citywalk","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-D. 帮我和朋友协调约饭 / 聚会地点，根据多人偏好提供建议","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-E. 突发情况帮我兜底，例如找 24h 药店、医院、维修等","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-F. 根据天气、时间等实时调整我已经定好的方案","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-G. 帮我留意限时优惠 / 抢购 / 演出预约","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-H. 主动提醒我""该吃饭了""""该出门了""""该订酒店了""等","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-I. 其他：______","如果有一个 AI 本地生活管家，你最希望它帮你做什么？-I. 其他：______-文本","你更希望 AI 管家以哪种方式工作？","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-A. 早上出门前，提醒天气、早餐、通勤","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-B. 中午饭点，推荐午餐","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-C. 晚上下班 / 下课后，推荐晚餐或活动","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-D. 周五 / 周末前，推荐周末安排","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-E. 深夜突发情况时，提供应急帮助","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-F.针对制定方案实时跟进，如有变动实时提醒","如果AI管家具有提醒功能，你最希望 AI 管家在以下哪些时间主动提醒？-G. 不接受AI主动提醒","你平均多久会和朋友 / 同学 / 同事进行一次线下约饭、聚会或一起出行？","你是否经常遇到“和朋友约饭 / 聚会很难定下来”的情况？","多人约饭 / 聚会时，最常见的问题是什么？-A. 口味不同","多人约饭 / 聚会时，最常见的问题是什么？-B. 预算不同","多人约饭 / 聚会时，最常见的问题是什么？-C. 距离远近不同","多人约饭 / 聚会时，最常见的问题是什么？-D. 时间不一致","多人约饭 / 聚会时，最常见的问题是什么？-E. 有人忌口 / 过敏 / 不吃某类食物","多人约饭 / 聚会时，最常见的问题是什么？-F. 有人想安静聊天，有人想热闹","多人约饭 / 聚会时，最常见的问题是什么？-G. 有人想尝新，有人想吃熟悉的店","多人约饭 / 聚会时，最常见的问题是什么？-H. 大家都不想做决定","多人约饭 / 聚会时，最常见的问题是什么？-I. 其他：______","多人约饭 / 聚会时，最常见的问题是什么？-I. 其他：______-文本","如果下次约饭遇到分歧,你最可能怎么做?","如果下次约饭遇到分歧,你最可能怎么做?-其他：_____-文本","在多人决策中，你更希望 AI 怎么推荐？","在多人决策中，你更希望 AI 怎么推荐？-E. 其他：______-文本","AI 生成多人方案后，你是否希望它说明“照顾了谁的偏好、牺牲了什么”？","你是否遇到过 AI 或攻略推荐“看起来很好，但实际执行不了”的情况？","如果AI 在推荐前自动检查以下内容，你觉得最看重/最不看重哪一项？-最看重","如果AI 在推荐前自动检查以下内容，你觉得最看重/最不看重哪一项？-最不看重","如果 AI 发现推荐方案不满足你的条件，你希望它优先怎么做？","如果 AI 发现推荐方案不满足你的条件，你希望它优先怎么做？-F. 其他：______-文本","为保证问卷质量，本题请选择特定选项","你是否希望 AI 管家记住你的个人长期偏好？例如不吃辣、预算、人均消费、常去区域等","关于 AI 记录朋友 / 同事 / 小团体偏好，你更能接受哪种方式？","关于 AI 记录朋友 / 同事 / 小团体偏好，你更能接受哪种方式？-F. 其他：______-文本","你能接受 AI 记住哪些信息？-A. 口味偏好","你能接受 AI 记住哪些信息？-B. 忌口 / 过敏信息","你能接受 AI 记住哪些信息？-C. 偏好场景，例如商场、公园、安静餐厅、户外活动等","你能接受 AI 记住哪些信息？-D. 常用预算","你能接受 AI 记住哪些信息？-E. 喜欢或不喜欢的餐厅 / 活动类型","你能接受 AI 记住哪些信息？-F. 和某些朋友 / 小团体的共同偏好","你能接受 AI 记住哪些信息？-G. 常去区域","你能接受 AI 记住哪些信息？-H. 不希望 AI 记住任何信息","你对 AI 管家最大的顾虑是什么？-A. 推荐不准确","你对 AI 管家最大的顾虑是什么？-B. 隐私泄露","你对 AI 管家最大的顾虑是什么？-C. 主动提醒太打扰","你对 AI 管家最大的顾虑是什么？-D. 记住的信息太多","你对 AI 管家最大的顾虑是什么？-E. 无法真正执行，只是聊天","你对 AI 管家最大的顾虑是什么？-F. 推荐商家不客观","你对 AI 管家最大的顾虑是什么？-G. 操作太复杂","你对 AI 管家最大的顾虑是什么？-H. 其他：______","你对 AI 管家最大的顾虑是什么？-H. 其他：______-文本","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-A. 一个人吃什么，例如午饭 / 晚饭决策","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-B. 多人约饭 / 聚会，例如协调多人偏好","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-C.周末活动规划","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-D. 本地短途活动 / citywalk 路线规划","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-E.夜间突发应急","你最希望 AI 管家优先做好哪些场景？请按重要程度排序-F. 日常主动提醒，例如吃饭、出门、预约等","请你回想最近一次""做本地生活决策很累""的经历,可能是吃饭、约人、规划周末或别的事。请用 1-2 句话描述这件事"
"作答ID","用户ID","开始时间","结束时间","作答总时长","作答渠道","发布ID","问卷发布名称","IP","经度","纬度","省份","城市","设备类型","操作系统类型","浏览器类型","屏幕分辨率","质检结果","Q","Q_7_文本","Q","Q","Q","Q","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_8_文本","Q","Q","Q_5_文本","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_9","Q_9_文本","Q","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_9","Q_9_文本","Q","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q","Q","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_9","Q_9_文本","Q","Q_6_文本","Q","Q_5_文本","Q","Q","Q_1","Q_2","Q","Q_6_文本","Q","Q","Q","Q_6_文本","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_8_文本","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q"
"oBo3JPO4zxn","","2026-05-09 01:34:13","2026-05-09 01:40:08","355","匿名作答","aEV3my","AI管家需求调研","223.104.70.24","116.1175820","24.2991120","广东省","梅州市","MOBILE","Android","WeChat","412px*915px","未检测","B. 本科生","","23-26 岁","","D.偶尔使用，一个月几次","A. 几乎每天使用","1","1","1","0","0","0","0","0","","B. 和朋友约饭 / 聚会地点","A. 偶尔纠结，但通常能较快决定","","0","0","1","0","0","0","0","0","0","","B. 看到后会试试，但如果不好用会很快放弃","0","0","0","1","0","0","0","0","0","","C. 两者都可以，但主动提醒不能太频繁","0","0","0","0","0","0","1","D. 很少","C. 很少","0","0","0","0","0","0","0","1","0","","C. 让最积极 / 最熟悉的人来决定","","B. 给 2-3 个方案，让大家选","","D. 不太希望，觉得解释太多会麻烦","E. 没用过类似 AI / 攻略工具","是否超预算","是否太远","E. 不需要 AI 主动处理，我会重新提问","","满意","C. 看具体记什么","E. 不希望记录任何人的偏好","","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","","5","2","1","3","4","6",""
"oBowo6ErwR0","","2026-05-08 18:10:13","2026-05-08 18:13:49","216","匿名作答","aEV3my","AI管家需求调研","183.11.19.248","114.0859470","22.5470000","广东省","深圳市","MOBILE","iOS","WeChat","402px*874px","未检测","E. 已工作 1-3 年","","23-26 岁","","C.每周使用几次，有需要时才用","B. 每周 3-5 次","1","0","0","1","0","0","0","0","","E. 我基本不纠结","","","0","0","0","0","0","0","0","1","0","","E. 不会用,我习惯自己做决定","0","1","0","0","0","0","0","0","0","","C. 两者都可以，但主动提醒不能太频繁","1","0","0","0","0","0","0","C. 每月 1-3 次","D. 几乎没有","0","0","1","0","0","0","0","0","0","","D. 直接选择最常去、最稳妥的地方","","B. 给 2-3 个方案，让大家选","","D. 不太希望，觉得解释太多会麻烦","E. 没用过类似 AI / 攻略工具","是否排队太久","是否超预算","E. 不需要 AI 主动处理，我会重新提问","","满意","C. 看具体记什么","B. 可以记录，但需要每个人自己填写或确认后才能使用","","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","5","4","3","2","1","6","阿狗喜欢讲马，让我很感动。"
"gnNKNj5ykvl","","2026-05-08 17:49:28","2026-05-08 18:09:18","1190","匿名作答","aEV3my","AI管家需求调研","113.84.64.214","114.0859470","22.5470000","广东省","深圳市","MOBILE","Android","WeChat","400px*890px","未检测","C. 研究生","","23-26 岁","","A.每天高强度使用,工作/学习深度依赖 AI(比如用 AI 写代码、写文档、做研究)","A. 几乎每天使用","1","0","0","0","0","0","0","0","","A. 一个人吃什么/点什么外卖","A. 偶尔纠结，但通常能较快决定","","0","0","0","0","0","0","0","0","1","推荐系统经常推荐吃过的，但是吃过的就很容易腻","D. 不会主动找，但如果嵌在美团、微信等常用 App 里，会顺手使用","1","0","0","0","1","0","1","0","0","","C. 两者都可以，但主动提醒不能太频繁","0","0","0","0","0","1","0","E. 几乎没有","D. 几乎没有","0","0","0","0","0","0","0","0","1","几乎不跟别人出去吃饭，所以不选","其他：_____","同上","E. 其他：______","同上","A. 非常希望，这能帮助大家理解和达成共识","C. 很少遇到","是否超预算","是否有人的需求被明显牺牲","B. 主动追问缺失信息后再修改","","满意","A. 非常希望","C. 可以记录，但我希望能随时查看、修改或删除","","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","","1","6","4","5","2","3","饭点吃什么，看什么动漫"
"vN62vwO8mbn","","2026-05-08 17:52:06","2026-05-08 17:55:28","202","匿名作答","aEV3my","AI管家需求调研","27.148.76.56","118.5894210","24.9088530","福建省","泉州市","MOBILE","Android","WeChat","366px*801px","未检测","E. 已工作 1-3 年","","23-26 岁","","A.每天高强度使用,工作/学习深度依赖 AI(比如用 AI 写代码、写文档、做研究)","A. 几乎每天使用","0","1","1","1","0","0","0","0","","A. 一个人吃什么/点什么外卖","A. 偶尔纠结，但通常能较快决定","","1","0","0","0","0","0","0","0","0","","A. 会主动尝试，即使需要花时间适应新工具","1","0","0","0","0","0","0","0","0","","B. 它可以在合适时间主动提醒我","0","0","0","0","1","1","0","D. 很少","C. 很少","0","0","1","0","1","0","1","0","0","","A. 尝试用 AI 生成折中方案，看效果再决定是否继续用","","B. 给 2-3 个方案，让大家选","","B. 比较希望，但简单说明即可","B. 偶尔遇到","是否太远","是否排队太久","B. 主动追问缺失信息后再修改","","满意","B. 比较希望","A. 可以记录我和朋友 / 同事的偏好，只要能提高决策效率","","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","","1","2","5","3","4","6",""
"gnNKYBGjxEk","M9Xwd1de","2026-05-08 16:35:09","2026-05-08 16:47:39","750","数据集市","QnEram","AI管家需求调研","117.40.240.106","115.8921510","28.6764930","江西省","南昌市","COMPUTER","Windows","Chrome","1920px*1080px","正常","F. 已工作 3 年以上","","30 岁以上","","C.每周使用几次，有需要时才用","C. 每周 1-2 次","0","1","1","1","0","0","0","0","","B. 和朋友约饭 / 聚会地点","A. 偶尔纠结，但通常能较快决定","","1","0","1","0","1","0","0","0","0","","D. 不会主动找，但如果嵌在美团、微信等常用 App 里，会顺手使用","1","1","0","1","0","0","0","0","0","","C. 两者都可以，但主动提醒不能太频繁","1","0","0","1","1","0","0","C. 每月 1-3 次","B. 有时","1","0","1","1","0","0","0","0","0","","A. 尝试用 AI 生成折中方案，看效果再决定是否继续用","","C. 先指出大家的冲突，再给折中方案","","A. 非常希望，这能帮助大家理解和达成共识","B. 偶尔遇到","是否太远","是否有人的需求被明显牺牲","A. 自动重新生成更符合条件的方案","","满意","A. 非常希望","C. 可以记录，但我希望能随时查看、修改或删除","","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","","2","1","4","3","6","5","周末和老婆规划附近游玩，并且有美食挑选"
"Q4wKrEvblwQ","eyPvqQPL","2026-05-08 16:39:23","2026-05-08 16:46:59","456","数据集市","QnEram","AI管家需求调研","180.98.213.198","121.0412550","31.1964130","江苏省","苏州市","MOBILE","Android","Chrome","389px*856px","正常","E. 已工作 1-3 年","","23-26 岁","","B.每天日常使用,主要用来聊天、查资料、问问题","B. 每周 3-5 次","1","0","1","1","0","0","0","0","","A. 一个人吃什么/点什么外卖","A. 偶尔纠结，但通常能较快决定","","0","1","0","0","0","1","0","0","0","","A. 会主动尝试，即使需要花时间适应新工具","1","1","0","0","0","0","0","0","0","","C. 两者都可以，但主动提醒不能太频繁","1","1","1","0","0","0","0","B. 每周 1-2 次","B. 有时","1","1","1","0","0","0","0","0","0","","A. 尝试用 AI 生成折中方案，看效果再决定是否继续用","","B. 给 2-3 个方案，让大家选","","B. 比较希望，但简单说明即可","C. 很少遇到","是否有人的需求被明显牺牲","是否超预算","A. 自动重新生成更符合条件的方案","","满意","A. 非常希望","A. 可以记录我和朋友 / 同事的偏好，只要能提高决策效率","","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","","1","2","5","6","4","3","吃的晚饭的时候不知道吃什么现在各个软件之间来回切换寻找，很浪费时间"
"gnNKAq6RkN8","M9Xmmw9e","2026-05-08 16:35:32","2026-05-08 16:43:41","489","数据集市","QnEram","AI管家需求调研","223.74.241.138","116.3553777","23.5666516","广东省","揭阳市","COMPUTER","Windows","Chrome","1536px*864px","正常","E. 已工作 1-3 年","","23-26 岁","","B.每天日常使用,主要用来聊天、查资料、问问题","A. 几乎每天使用","1","0","1","1","0","0","0","0","","A. 一个人吃什么/点什么外卖","A. 偶尔纠结，但通常能较快决定","","1","0","1","0","0","0","0","0","0","","B. 看到后会试试，但如果不好用会很快放弃","1","1","0","0","0","0","1","0","0","","C. 两者都可以，但主动提醒不能太频繁","1","1","0","0","1","0","0","D. 很少","C. 很少","1","0","1","1","0","0","0","0","0","","A. 尝试用 AI 生成折中方案，看效果再决定是否继续用","","B. 给 2-3 个方案，让大家选","","C. 无所谓，有没有都可以","C. 很少遇到","是否超预算","是否排队太久","D. 给出几个不完美但可选的备选方案","","满意","B. 比较希望","C. 可以记录，但我希望能随时查看、修改或删除","","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","","1","4","5","6","2","3","本地周末玩但是规划一天具体安排比较麻烦，不知道目的地附近有什么好吃的，上网查询了但是信息比较少。"
"XO2Kgbml39o","7lOD6VWM","2026-05-08 16:34:24","2026-05-08 16:40:13","349","数据集市","QnEram","AI管家需求调研","182.118.238.118","113.6304537","34.7158414","河南省","郑州市","MOBILE","iOS","Apple WebKit","428px*926px","正常","B. 本科生","","18-22 岁","","C.每周使用几次，有需要时才用","C. 每周 1-2 次","1","1","1","0","0","0","0","0","","A. 一个人吃什么/点什么外卖","B. 需要比较多个 App 或问朋友后才能决定","","1","1","1","0","0","0","0","0","0","","B. 看到后会试试，但如果不好用会很快放弃","1","1","0","1","0","0","0","0","0","","A. 我问它，它再回答","1","1","1","0","0","0","0","C. 每月 1-3 次","C. 很少","0","0","1","0","1","0","1","0","0","","C. 让最积极 / 最熟悉的人来决定","","B. 给 2-3 个方案，让大家选","","B. 比较希望，但简单说明即可","D. 没遇到过","是否排队太久","是否太远","A. 自动重新生成更符合条件的方案","","满意","D. 不太希望","C. 可以记录，但我希望能随时查看、修改或删除","","1","0","1","0","1","0","1","0","0","1","1","0","0","1","0","0","","1","2","3","5","4","6","有一次我想去约我的室友去吃饭，距离用餐的地点大约约5公里左右，但是他们都不想去那么远的地方，定找别的餐厅聚餐，那个地方其实我看博主推荐想去好久了，结果因为距离原因，最后没有去成。"
"mnGX3mEwEyA","7KvDpk6M","2026-05-08 16:34:14","2026-05-08 16:40:12","358","数据集市","QnEram","AI管家需求调研","111.32.70.140","117.1514570","38.8817967","天津市","市辖区","MOBILE","iOS","Apple WebKit","393px*852px","正常","B. 本科生","","18-22 岁","","B.每天日常使用,主要用来聊天、查资料、问问题","B. 每周 3-5 次","0","1","1","1","0","0","0","0","","B. 和朋友约饭 / 聚会地点","B. 需要比较多个 App 或问朋友后才能决定","","1","1","0","1","0","0","0","0","0","","D. 不会主动找，但如果嵌在美团、微信等常用 App 里，会顺手使用","1","0","0","1","0","0","1","0","0","","C. 两者都可以，但主动提醒不能太频繁","0","1","0","1","0","0","0","B. 每周 1-2 次","B. 有时","0","1","1","1","0","0","0","0","0","","A. 尝试用 AI 生成折中方案，看效果再决定是否继续用","","C. 先指出大家的冲突，再给折中方案","","B. 比较希望，但简单说明即可","B. 偶尔遇到","是否排队太久","是否太远","C. 直接告诉我哪里不满足，由我决定是否调整","","满意","B. 比较希望","C. 可以记录，但我希望能随时查看、修改或删除","","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","","3","1","2","6","5","4","订酒店不知道选什么，看了很久最后才决定"
